SourceProductName,SKU details
LLA_iPhone_13_Pro_Max,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_13_Pro_Max"",""Pricing_Details"":[{""Total_price"":""899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108294"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108295"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108296"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108297"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108380"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]},{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108298"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108299"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108300"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108301"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108381"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]},{""Total_price"":""1199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108302"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Graphite""},{""SKU_code"":""108303"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108382"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]}]}]}"
LLA_iPhone_13_mini,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_13_mini"",""Pricing_Details"":[{""Total_price"":""599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108239"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108241"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""108243"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108245"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108247"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108372"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""}]},{""Total_price"":""699.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108249"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108250"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""108251"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108252"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108254"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""}]}]}]}"
LLA_iPhone_14,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_14"",""Pricing_Details"":[{""Total_price"":""729.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108440"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108445"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108449"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108447"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108443"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""108614"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Yellow""},{""SKU_code"":""104982"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""104984"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""104986"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""104985"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""104983"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]},{""Total_price"":""829.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108450"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108454"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108457"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108456"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108451"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""105178"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105180"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105182"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105181"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105179"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]},{""Total_price"":""1029.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108458"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108460"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108461"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108459"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""105183"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105186"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105187"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105185"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105184"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]}]}]}"
LLA_iPhone_14_Plus,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_14_Plus"",""Pricing_Details"":[{""Total_price"":""829.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108462"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108464"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108467"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108466"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108463"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""108616"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Yellow""},{""SKU_code"":""105163"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105165"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105167"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105166"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105164"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]},{""Total_price"":""929.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108470"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""108474"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""108476"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108475"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Red""},{""SKU_code"":""108472"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Starlight""},{""SKU_code"":""105172"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105171"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105168"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105170"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105169"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]},{""Total_price"":""1129.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108477"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Midnight""},{""SKU_code"":""105173"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Midnight""},{""SKU_code"":""105175"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Purple""},{""SKU_code"":""105176"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Red""},{""SKU_code"":""105177"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105174"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Starlight""}]}]}]}"
LLA_iPhone_14_Pro,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_14_Pro"",""Pricing_Details"":[{""Total_price"":""899.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108478"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108480"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108481"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108482"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""104978"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""104980"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""104981"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""104979"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108483"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108484"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108485"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108486"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""105151"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""105153"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105154"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""105152"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""1199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108488"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""105155"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""105158"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""105157"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105156"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]},{""Total_price"":""1399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""105162"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""105161"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105160"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105159"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""}]}]}]}"
LLA_iPhone_14_Pro_Max,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_14_Pro_Max"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108492"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108494"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108495"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108496"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""104974"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""104975"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""104976"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""104977"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""}]},{""Total_price"":""1099.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108497"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108498"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Silver""},{""SKU_code"":""108500"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Gold""},{""SKU_code"":""108501"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Purple""},{""SKU_code"":""105139"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""105140"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105141"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105142"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""}]},{""Total_price"":""1299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108503"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""105146"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""105145"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105144"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""},{""SKU_code"":""105143"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""}]},{""Total_price"":""1499.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""105147"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Space Black""},{""SKU_code"":""105150"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Deep Purple""},{""SKU_code"":""105149"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Gold""},{""SKU_code"":""105148"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Silver""}]}]}]}"
LLA_iPhone_15,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_15"",""Pricing_Details"":[{""Total_price"":""829.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108655"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108657"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108660"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""108662"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Green""},{""SKU_code"":""105529"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105530"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105531"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105532"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""}]},{""Total_price"":""929.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108664"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108666"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108668"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105533"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105534"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105535"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105536"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""}]},{""Total_price"":""1129.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""105561"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_iPhone_15_Plus,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_15_Plus"",""Pricing_Details"":[{""Total_price"":""929.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108675"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108677"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108679"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105537"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105538"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105539"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105540"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""}]},{""Total_price"":""1029.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108681"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108682"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Pink""},{""SKU_code"":""108685"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105541"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105542"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""105543"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""},{""SKU_code"":""105544"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Green""}]},{""Total_price"":""1299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""105937"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""}]}]}]}"
LLA_iPhone_15_Pro,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_15_Pro"",""Pricing_Details"":[{""Total_price"":""999.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108693"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108695"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108697"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Natural""},{""SKU_code"":""108699"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105545"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105546"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""105547"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Natural""},{""SKU_code"":""105548"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]},{""Total_price"":""1099.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108701"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108703"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108704"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Natural""},{""SKU_code"":""108706"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105549"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105550"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""105551"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Natural""},{""SKU_code"":""105552"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]},{""Total_price"":""1299.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108708"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""105562"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Natural""},{""SKU_code"":""105563"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]}]}]}"
LLA_iPhone_15_Pro_Max,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_15_Pro_Max"",""Pricing_Details"":[{""Total_price"":""1199.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108715"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108716"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT White""},{""SKU_code"":""108718"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Natural""},{""SKU_code"":""108719"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105553"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105554"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""105555"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Natural""},{""SKU_code"":""105556"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]},{""Total_price"":""1399.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108721"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Black""},{""SKU_code"":""108722"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""AT Blue""},{""SKU_code"":""105557"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""105558"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""105559"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Natural""},{""SKU_code"":""105560"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Blue""}]},{""Total_price"":""1599.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""1TB"",""SKU_details"":[{""SKU_code"":""106031"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""}]}]}]}"
LLA_iPhone_16,"{""Device_Details"":[{""Family"":""iphone/applephone"",""ProductCode"":""LLA_iPhone_16"",""Pricing_Details"":[{""Total_price"":""829.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""128GB"",""SKU_details"":[{""SKU_code"":""108817"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""108818"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Ultramarine""},{""SKU_code"":""108819"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""},{""SKU_code"":""108820"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""}]},{""Total_price"":""929.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""256GB"",""SKU_details"":[{""SKU_code"":""108831"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""108855"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""White""},{""SKU_code"":""108866"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Teal""},{""SKU_code"":""108856"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Pink""}]},{""Total_price"":""1129.99"",""Installment_Months"":""12 Month,18 Month,24 Month,30 Month,36 Month"",""Next_Up"":""6"",""Pre_Order"":""N"",""Capacity"":""512GB"",""SKU_details"":[{""SKU_code"":""108867"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Black""},{""SKU_code"":""108869"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Teal""},{""SKU_code"":""108868"",""Quantity"":""0"",""Availability"":""Y"",""Color"":""Ultramarine""}]}]}]}"
